SKU,Product_Name,Product_Description,Quantity,Product_Location
736674311,Levofloxacin,Levofloxacin,4615,PH
736836114,Propoven,PROPOFOL,2300,PL
737528840,Filbert,Filbert,1226,PL
738390372,Waterless Anti-Bacterial Hand Cleanser,Alcohol,181,CZ
738972960,Ringl,acetaminophen,3554,ID
743288862,Prednisone,PREDNISONE,4095,HN
743494119,Amoxicillin,Amoxicillin,4064,PH
745697941,Ketoconazole,Ketoconazole,1951,CN
746020033,Tacrolimus,Tacrolimus,2598,NG
746964452,Fludarabine Phosphate,Fludarabine Phosphate,4819,CN
747110371,Cover Fx BB Gel Mattfying Anti-Blemish N X-Deep,SALICYLIC ACID,23,PL
747492084,Iodent Fluoride Toothpaste,Fluoride Toothpaste,1178,PE
747598032,IPKN HYDRO AND PORE BB 02 MEDIUM,"itanium dioxide, Octinoxate, Octisalate, Zinc Oxide",2493,PH
747836045,Sertraline,Sertraline,2384,CN
753271885,Cough DM,dextromethorphan polistirex,206,US
753592597,Esgic,"butalbital, acetaminophen and caffeine",3030,ZA
753690908,Osteosis,"bos taurus bone, sus scrofa bone, calcitonin, bos taurus cartilage, sus scrofa cartilage, bos taurus red blood cell, sus scrofa red blood cell, interleukin-3, bos taurus parathyroid gland, sus scrofa parathyroid gland, vitamin d",1463,CN
754575506,Docusate Sodium,Docusate Sodium,823,ID
755294428,Clotrimazole,clotrimazole,3116,TL
756916489,Arthritis Pain Reliever,Acetaminophen,4937,FR
757796255,CRESTOR,Rosuvastatin calcium,2778,CN
757879124,Gnaphalium Stannum,Gnaphalium Stannum,864,PL
761247347,Hydrocodone Bitartrate and Ibuprofen,Hydrocodone Bitartrate and Ibuprofen,1347,PE
762293338,up and up antibiotic,"bacitracin, neomycin, polymyxin B",1561,SB
763230977,Eve Lom Radiance Lift Foundation SPF 15,Titanium Dioxide and Octinoxate,5000,KE
764913183,Candida,Candida albicans,2625,RU
766410353,Coppertone Wet n Clear,"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone",1118,KI
767215115,HILL COUNTRY ESSENTIALS,TRICLOSAN,3304,PL
768172304,CVS Pharmacy,Benzocaine,230,CN
768995208,MISSHA SIGNATURE WRINKLE FILLER BB,TITANIUM DIOXIDE,2776,NL
769161365,SKIN 79 Super Plus Beblesh Balm Triple Functions SPF25 PA (40g),"ZINC OXIDE, OCTISALATE, TITANIUM DIOXIDE",1604,BR
769563818,Infectiguard Hand Sanitizer,ETHYL ALCOHOL,149,BR
770046366,Day Time Cold and Flu,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",685,PL
771044981,LEADER Cough Drops Cherry Flavor,MENTHOL,3044,BR
771477599,DIDREX,benzphetamine hydrochloride,1933,PT
772733152,Leader Extra Strength Pain Relief,Acetaminophen,1058,CN
773859736,Sanafitil,Undecylenic Acid,4121,ZA
774013196,Carbidopa and levodopa,Carbidopa and levodopa,3400,ID
774475565,equate arthritis pain,Acetaminophen,4853,US
775131665,EPANED,enalapril maleate,2116,PH
776145555,Pain Relief,Acetaminophen,2636,PT
779085163,Multi-Symptom Cold Relief,"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl and Chlorpheniramine Maleate",4826,CN
779557794,Minitran,NITROGLYCERIN,2742,ID
781342003,LBel,Octinoxate and Oxybenzone,1628,RU
781664902,WRINKLESS PLUS,DIMETHICONE,3365,ID
781667249,ANTIBACTERIAL FOAMING,TRICLOSAN,2981,VN
782085681,Dexamethasone,Dexamethasone,1453,CA
782230098,PENTOXIFYLLINE,PENTOXIFYLLINE,4079,FI
783359171,OXCARBAZEPINE,OXCARBAZEPINE,2572,FR
784185870,Tizanidine,Tizanidine,2436,FR
784692007,SEROQUEL,QUETIAPINE FUMARATE,3392,ID
785149577,BETULA LENTA POLLEN,Birch White,4689,TH
788156519,Kariva,Desogestrel/Ethinyl Estradiol and Ethinyl Estradiol,4169,KM
789645988,KHEDEZLA,desvenlafaxine,2923,CN
789911737,THE FLOWER UV INTENSE PACT,ZINC OXIDE,1687,CN
789972723,Kogenate FS,Antihemophilic Factor (Recombinant),948,US
792865123,Handy Solutions Kidz Crest,Sodium Fluoride,779,JP
793522112,TopCare Daily Moisturizer,"avobenzone, octinoxate,octisalate",8,PL
794316111,"Dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate, and amphetamine sulfate","Dextroamphetamine saccharate, Amphetamine aspartate, Dextroamphetamine sulfate, and Amphetamine sulfate",1563,CN
794902617,Triamcinolone Acetonide,Triamcinolone Acetonide,274,JP
795298599,Prostate,"Thyroidinum, Baryta carb., Berber. vulg., Bryonia, Calc. carb., Cinchona, Conium, Digitalis, Ferrum picricum, Hydrastis, Iodium, Lycopodium, Nux vom., Pareira, Pulsatilla, Sabal, Selenium, Staphysag., Thuja occ., Trifolium pratense, Echinacea, Hydrastis, Lappa, Solidago",1823,ID
795765768,Sweet Gum,Sweet Gum,104,RU
796332634,Sudo-Tab PE,phenylephrine hcl,3824,CN
796759657,English Walnut,English Walnut,62,CN
798047120,spironolactone,SPIRONOLACTONE,2131,PT
799863287,Clamue Healthy Fresh BB Cream Medium Deep,"Titanium Dioxide, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Zinc Oxide",4462,RU
799988893,Nausea and Vomiting,"aconite 30c, arsenicum album 30c, asarum 30c, conium mac 30c, ipecac 30c, kreosotum 30c, lacticum acidum 30c, medorrhinum 30c, nat mur 30c, nux moschata 30c, nux vomica 30c, phosphorus 30c, pulsatilla 30c, sepia 30c, tobacum 30c, nicotinum 30c",3,PA
800150844,Brome Grass,Brome Grass,4187,KE
800305139,Vanos,fluocinonide,3371,CZ
801416409,CLE DE PEAU BEAUTE RADIANT FLUID FOUNDATION,OCTINOXATE and TITANIUM DIOXIDE,4027,TD
801436065,Carbaphen Ped CH,"Chlophedianol HCL, Chlorpheniramine Maleate and Phenylephrine HCl",2618,ID
804314732,DR. RECKEWEG R47 Neuroglobin,"Asafoetida 12X, Coffea cruda 30X, Glonoinum 12X, Ignatia amara 30X, Lachesis mutus 30X, Moschus 12X, Pulsatilla 30X",618,BH
806567851,AMBROSIA BIDENTATA POLLEN,Southern Ragweed,2066,SA
807132210,Atenolol,atenolol,3934,CO
807890850,Metoprolol tartrate,metoprolol tartrate,2228,CN
807899954,Fexofenadine Hydrochloride,Fexofenadine Hydrochloride,4958,ID
808638877,AVEENO,AVEENO,147,PH
809516809,Imiquimod,Imiquimod,4198,PY
810362451,Cefadroxil,Cefadroxil,1516,CN
811088739,Platinum for Men,"Cyanocobalamin, Glandula suprarenalis suis, Kali carbonicum, L-carnitine, L-glutamine, L-ornithine, L-tryptophan, L-tyrosine,",189,CN
811920632,Ramipril,Ramipril,3654,ID
813815405,Gas Relief,SIMETHICONE,4115,ID
815072066,Lorazepam,Lorazepam,932,BR
815273031,SohMed Allergy Sinus,"Acetaminophen, Chlorpheniramine maleate, and Phenylephrine HCl",777,CN
815678602,Lamotrigine,Lamotrigine,3395,ID
816204056,Hydrocodone Bitartrate and Acetaminophen Tablets,Hydrocodone Bitartrate and Acetaminophen,4354,ID
818135762,Seasonal Allergy Pet Formula,"Hydrastis Canadensis, Kali Muriaticum, Gelsemium Sempervirens, Kali Bichromicum, Sabadilla, Histaminum, House Dust, Grass Mix, Trees Mix, Weeds Mix",4619,CN
818220265,Daytime Cold and Flu Relief,"acetaminophen, dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",2152,AR
818786697,Fever Inflammations,ATROPA BELLADONNA,2031,BJ
819083807,Licel,"Piperonly Butoxide, Pyrethrum Extract",2631,UY
821460253,Flawless Finish Dual Perfection Makeup SPF 8 Honey,Titanium Dioxide,3883,FR
822480694,Germicida,Triclosan,1566,ID
824441975,Chest Congestion Relief,Guaifenesin,3473,SY
827419156,Sotalol Hydrochloride,Sotalol Hydrochloride,4684,CM
827823059,FORTAZ,ceftazidime sodium,2714,KM
828837052,Enflurane,Enflurane,3481,TH
829004372,Immune Support System,"Penicillium Notatum, Penicillium Frequentans, Aconitum Napellus, Ferrum Phosphoricum",47,CN
829093413,X Out Spot Corrector,SULFUR,3637,JP
829666501,BROCCOLI,broccoli,4830,PH
830085980,Ciprofloxacin,Ciprofloxacin,4229,US
830524794,Omeprazole,omeprazole,999,CZ
831589840,PURELL Advanced Hand Sanitizer Wintergreen Mint,ALCOHOL,4514,PL
833472206,Meloxicam,Meloxicam,2292,MX
833817363,Dove,Aluminum Zirconium Tetrachlorohydrex GLY,1386,CN
833920127,Ranitidine,Ranitidine,454,CN
835470088,Adderall,"Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate",4307,MX
836186395,Zostrix Foot Pain Relief,capsaicin,1835,CZ
837801031,Levetiracetam,Levetiracetam,52,CZ
837928354,Halaven,eribulin mesylate,954,AM
838228432,Felodipine,felodipine,4386,CN
838910092,Bupivacaine Hydrochloride,BUPIVACAINE HYDROCHLORIDE,1731,SE
842121530,PLAGENTRA SOOTHING REVOLUTION SUNCITY,"OCTINOXATE, OCTISALATE",2149,RU
842425038,Nail Fungus Control,"CALENDULA OFFICINALIS FLOWERING TOP, GERANIUM MACULATUM ROOT, and Silicon Dioxide",3251,NO
844516491,Cepacol,Benzocaine and Menthol,3868,CO
845621071,Foscavir,foscarnet sodium,2934,ID
846805918,Alcohol Prep pad,Isopropyl Alcohol,1844,BA
847385172,Methazolamide,methazolamide,4122,NE
848693022,Divalproex Sodium,Divalproex Sodium,4114,SY
849143270,Acetaminophen Phenylephrine HCl,Acetaminophen 500mg Phenylephrine HCl 5mg,1079,AL
851143338,Diltiazem Hydrochloride,Diltiazem Hydrochloride,755,PH
851891259,CARBON DIOXIDE,CARBON DIOXIDE,2823,ID
852548727,LEADER Hydrogen Peroxide Wipes,HYDROGEN PEROXIDE,704,BR
853432892,Carisoprodol,Carisoprodol,3675,US
853705566,Furosemide,Furosemide,104,PH
854467650,Prenaissance Plus,"CALCIUM CITRATE, IRON PENTACARBONYL, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, DOCUSATE SODIUM and DOCONEXENT",3249,CN
856695710,Rexall Childrens Allergy,Diphenhydramine HCl,3617,SE
857046648,ANTI BACTERIAL HAND SANITIZER,ETHYL ALCOHOL,212,PA
857046745,Naproxen Sodium,Naproxen Sodium,2889,JP
857980668,Cetirizine Hydrochloride and Pseudoephedrine Hydrochloride,Cetirizine Hydrochloride and Pseudoephedrine Hydrochloride,780,ID
858044153,Wonderblur Immediate Skin Smoothing Finishing Broad Spectrum SPF30,"Avobenzone, Homosalate, Octisalate, Octocrylene, Oxybenzone",1961,UA
858183029,MISSHA SIGNATURE COMPLEXION COORDINATING BB,"TITANIUM DIOXIDE, OCTINOXATE, ZINC OXIDE",1421,JP
858279059,ACETAMINOPHEN,ACETAMINOPHEN,3695,ID
859344800,Tummy Upset,"Bismuthum metallicum, Aloe, Angelica sinensis radix, Antimon. crud., Arg. nit., Arnica, Arsenicum alb., Baptisia, Bryonia, Cinchona, Graphites, Hydrastis, Ipecac., Lachesis, Lycopodium, Myrrha, Nat. carb., Nux vom., Phosphorus, Pulsatilla, Zingiber, Chamomilla, Echinacea, Iris versicolor, Ruta, Taraxacum",87,ID
860599820,Flawless Finish Dual Perfection Makeup SPF 8 Shell,Titanium Dioxide,3853,PL
861898728,Miconazole 3 Combination Pack,miconazole nitrate,4005,CN
862402556,Butrans,buprenorphine,384,RU
862786215,Nitrofurantoin Macrocrystals,Nitrofurantoin Macrocrystals,3894,LK
862918043,Antibacterial Hand Sanitizer,ALCOHOL,3150,BR
864971989,Halog,Halcinonide Cream,18,FR
865087488,CLE DE PEAU BEAUTE UV PROTECTION,"OCTINOXATE, OCTOCRYLENE, and ZINC OXIDE",2101,CN
865752607,No Foundation Foundation No.1 Fair to Light,Zinc Oxide and Titanium Dioxide,4278,NZ
866462846,ZOLPIDEM TARTRATE,zolpidem tartrate,4300,ID
867040523,Antibacterial,chloroxylenol,3519,PH
868153283,Jun Wai Lung Medicine,Camphor Menthol Methyl Salicylate,3739,RU
868253870,Clarithromycin,Clarithromycin,1288,AR
869173876,equaline anti itch,hydrocortisone,1261,RU
869378042,Arnica 6c,ARNICA MONTANA,218,AR
870655742,SHISEIDO RADIANT LIFTING FOUNDATION,OCTINOXATE and TITANIUM DIOXIDE,4110,AR
871722069,COLLAGEN HD PRIIMER BB,"TITANIUM DIOXIDE, OCTINOXATE, OCTISALATE",1318,CN
873634317,Buspirone HCl,Buspirone hydrochloride,1893,IR
874897531,pravastatin sodium,pravastatin sodium,3858,MK
879911855,meijer,Bacitracin Zinc,4768,CN
881157442,CONGESTIVE HEADACHE,SOLANUM NIGRUM TOP,1069,AF
881357322,pain reliever,Acetaminophen,2635,GT
881676664,Rabeprazole Sodium,Rabeprazole Sodium,1362,AR
882052910,Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,2549,MT
882275127,PAROEX,Chlorhexidine Gluconate,2484,ID
882885603,Itchy Eye,Ketotifen Fumarate,2268,CN
883221531,Trauma Drama,"Belladonna, Calendula officinalis, Bellis perennis, Hypericum perforatum, Arnica montana, Mercuris solubilis, Symphytum officinale, Rhus toxicodendron, Ruta graveolens",2998,VN
883387631,O HUI WRINKLE SCIENCE WRINKLE REPAIR,HYDROXYPROLINE,107,PH
883455965,Ziprasidone Hydrochloride,Ziprasidone Hydrochloride,287,PT
883596678,Renagel,Renagel,4861,GE
883717955,SBS 40 Medicated Cream,Allantoin,220,ID
883847280,2 Pack Assured Instant Hand Sanitizer with moisturizers (Vitamin E and aloe),ALCOHOL,4821,BH
883901866,Sarna,pramoxine hydrochloride,4975,RU
884086375,Allergy Relief,fexofenadine hcl,2385,ID
884187041,Zolpidem Tartrate,Zolpidem Tartrate,3141,CN
885526598,ibuprofen,Ibuprofen,4162,MY
885637965,Dolce and Gabbana The Lift Foundation Bisque 75,"OCTINOXATE, TITANIUM DIOXIDE",2004,PT
886379180,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,4414,CN
886546989,Aspirin,Aspirin,642,RU
886587291,Amoxicillin,Amoxicillin,3392,NE
887466034,Cyclophosphamide,Cyclophosphamide,365,SE
887546759,Fludarabine Phosphate,Fludarabine Phosphate,2922,CN
888307021,Naproxen,Naproxen,1629,PL
888560424,Diltiazem Hydrochloride,diltiazem hydrochloride,449,ZA
888759724,Citalopram Hydrobromide,Citalopram Hydrobromide,572,PH
888812213,Clarins Sunscreen Care Milk- SPF 50 Plus,"HOMOSALATE, OXYBENZONE, OCTISALATE, AVOBENZONE, OCTOCRYLENE",542,CN
889025264,Valacyclovir hydrochloride,Valacyclovir hydrochloride,623,CN
889822506,LBEL EFFET PARFAIT Spots Reducing Effect Foundation SPF 18 - OBSCURE 8,"OCTINOXATE, OXYBENZONE",4019,TN
891257696,TOTAL FEM-BAL,"ADRENALINUM,PULSATILLA,CHOLESTERINUM,FOLLICULINUM,HYPOTHALAMUS,OOPHORINUM,ADRENAL CORTEX, ANDROSTENEDIONE,DHEA,PREGNANOLONE,PROGESTERONE,TESTERONE",1176,CN
892890129,"Dock, Yellow Pollen",Rumex crispus,3742,SI
893776076,SENNA TIME S,DOCUSATE SODIUM-SENNOSIDES,3223,GE
894226695,Amlodipine Besylate,Amlodipine Besylate,4925,SK
895233899,Pravastatin Sodium,Pravastatin Sodium,4717,PT
895876800,Duraclon,clonidine hydrochloride,3341,PE
896185542,RIBASPHERE RibaPak,ribavirin,3440,TD
896757326,Treatment Set TS330359,Treatment Set TS330359,3843,TH
896910805,INCHCO Brand SANI-DERM Antiseptic Hand Wash,CHLOROXYLENOL,3219,CN
897767164,ZESTRIL,Lisinopril,1431,ID
899828803,Isosorbide Dinitrate,Isosorbide Dinitrate,2693,ID
900689744,Oxcarbazepine,Oxcarbazepine,3855,GN
902783302,Painzaway Balm,camphor,3418,KP
903375186,PLACENTA EX EYE,Dimethicone,1453,PH
904176960,Opium Tincture Deodorized,Morphine,147,JP
905426586,Calming Dynamics Kit,Calming Testers,1127,AZ
906311767,Sure Antiperspirant Deodorant Fresh,Aluminum Chlorohydrate,1450,CN
906540654,LBEL HYDRATESS,Octinoxate and Oxybenzone,4242,FO
909097388,Head and Shoulders,Pyrithione Zinc,2887,PL
910804301,Bisoprolol Fumarate,Bisoprolol Fumarate,3375,CO
912901774,Hydroxyzine Hydrochloride,Hydroxyzine Hydrochloride,1600,RU
914217717,Denti-Care Denti-Freeze,benzocaine,3714,CL
914242715,Amoxicillin,Amoxicillin,4979,BR
914265681,Hepar Magnesium 6 Special Order,Hepar Magnesium 6 Special Order,4555,LY
914653804,Psoriasin Gel,Coal Tar Topical Gel,687,CN
914795506,Ramipril,Ramipril,1610,RU
917496945,Disney Antibacterial Hand Wipes,BENZALKONIUM CHLORIDE,752,BR
917815830,MEDIQUE I-PRIN,Ibuprofen,1294,HN
917981299,Isordil,isosorbide dinitrate,1704,GN
919774017,Ibuprofen,Ibuprofen,322,CN
920458047,"QCare Oral Cleansing and Suctioning System, Q2",HYDROGEN PEROXIDE,1489,AD
921302174,Carbamazepine,Carbamazepine,2697,CA
923530745,Afrin,Oxymetazoline hydrochloride,1800,US
926478471,Losartan Potassium,Losartan Potassium,2549,ID
927991681,Metronidazole,Metronidazole,1652,MG
928265981,HELMINTHOSPORIUM SOLANI,HELMINTHOSPORIUM SOLANI,1177,CN
929075254,Ulta Lavender Woods Anti-Bacterial Deep Cleansing,Triclosan,548,JP
929638513,Cyclosporine,Cyclosporine,2415,IE
932317136,Nettle,Nettle,1439,US
932448052,Loperamide Hydrochloride,Loperamide Hydrochloride,4717,RU
932682272,Metoprolol Succinate,Metoprolol Succinate,2625,LC
934080957,Good Sense Milk of Magnesia,Magnesium hydroxide,1684,ID
934520627,Simvastatin,Simvastatin,3302,US
934656540,Personal Care Antifungal,TOLNAFTATE,3006,BR
935152386,Benzonatate,Benzonatate,3731,CN
935189207,Lithium Carbonate,Lithium Carbonate,2976,PH
935990035,up and up ibuprofen,Ibuprofen,3608,AR
936731411,Tamsulosin Hydrochloride,Tamsulosin Hydrochloride,2933,PL
937595236,BZK,benzalkonium chloride,2973,PL
938293149,Creamsicle Hand Sanitizer,ALCOHOL,1708,ID
939256333,PURELL Advanced Hand Sanitizer Winterberry Delight,ALCOHOL,250,TJ
940186549,Ruby-Cell 4U B B 10 in 1,GLYCERIN,3616,UA
940279069,Amturnide,Aliskiren Hemifumarate and Amlodipine Besylate and Hydrochlorothiazide,1152,BD
941727549,Verapamil Hydrochloride,Verapamil Hydrochloride,4943,NG
942739930,Quetiapine Fumarate,Quetiapine Fumarate,1133,CN
943128777,NATRUM SULPHURICUM,NATRUM SULPHURICUM,1059,PH
943876516,Clobetasol Propionate,clobetasol propionate,2939,PH
945070143,"Food - Plant Source, Yeast, Baker Saccharomyces cerevisiae","Yeast, Baker Saccharomyces cerevisiae",2634,FR
946105850,Recovatone,"Glycyrrhiza glabra, Kali muriaticum Magnesia muriatica, Tribulus terrestris, Zincum gluconicum, Kali phosphoricum, Natrum muriaticum, Iodium, Phosphorus, Adrenalinum, Adrenocorticotrophin, Ascorbicum",4880,PL
947557628,Ofloxacin Otic,Ofloxacin,3586,PH
947862429,05 Moisture Foundation SPF 15,Octinoxate and Zinc Oxide,839,JP
949717163,Dynamic Skin Recovery,"Avobenzone, Octinoxate, Octisalate, and Oxybenzone",1467,FR
949991970,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,3311,PT
950219631,Clearasil Ultra,Salicylic Acid,595,ID
950373566,White Pepper,White Pepper,3558,CN
951036871,Scrub Solution,POVIDONE-IODINE,3659,TH
951124684,Pleo Nig Ex,Aspergillus niger immunoserum rabbit,2783,FR
951155469,complete,"famotidine, calcium carbonate and magnesium hydroxide",819,GR
951521978,NATURCOKSINUM,ANAS BARBARIAE HEPATIS ET CORDIS EXTRACTUM,4579,DO
951823003,Colocynthis Homaccord,GNAPHALIUM and CITRULLUS COLOCYNTHIS FRUIT WITHOUT SEED,3103,ID
951986293,bisoprolol fumarate,bisoprolol fumarate,4638,CN
952027950,Forest Sap Patch,TOPICAL STARCH,2292,CO
953457285,Tobramycin,Tobramycin,3282,RU
953875278,Oxygen,Oxygen,2258,CN
954320168,Labetalol Hydrochloride,Labetalol Hydrochloride,1994,CN
955673960,Tekturna HCT,aliskiren hemifumarate and hydrochlorothiazide,1974,CN
958239184,Ranitidine,Ranitidine,2880,ID
959505346,Anti-Bacterial Deep Cleansing Hand,Triclosan,4443,BR
959971938,Lidocaine Hydrochloride,Lidocaine Hydrochloride,664,ML
960810674,CLE DE PEAU BEAUTE PW FOUNDATION s,Octinoxate and Titanium dioxide,4180,NO
961754235,Ciprofloxacin,CIPROFLOXACIN HYDROCHLORIDE,4629,BR
962055333,Alprazolam,Alprazolam,1999,CN
963195998,Ziprasidone Hydrochloride,Ziprasidone Hydrochloride,1627,PT
964723184,Oxycodone and Aspirin,oxycodone and aspirin,2096,UA
964989715,Exchange Select Calcium Antacid,calcium carbonate,4215,SE
966648587,Fludeoxyglucose,Fludeoxyglucose F18,4823,PK
968366191,Relaxoforce,"Humulus Lupulus, Passiflora Incarnata, Valeriana OFficinalis, Calcarea Carbonica, Coffea Tosta, Ignatia Amara",4722,SY
968445489,TheraPlusPlus,NEOMYCIN,621,PL
969835205,smart sense allergy,Ketotifen Fumarate,248,CN
970070017,SHISEIDO SHEER MATIFYING COMPACT (REFILL),Octinoxate and Titanium dioxide,1964,CN
971773223,Zap APF,Sodium Fluoride,1917,CA
972147005,Sprayology Snore Soother,"Antimonium tartaricum, Carbo vegetabilis, Mercurius corrosivus, Mucosa nasalis suis, Quebracho, Sticta pulmonaria, Teucrium marum",1702,CN
972733538,Codeine Sulfate,codeine sulfate,2830,ID
973040411,Glyburide and Metformin,Glyburide and Metformin,4734,CN
973562914,Chocolated Laxative,Sennosides Stimulant Laxative,4824,BR
974688868,INTRON A,Interferon alfa-2b,2481,MN
976056946,Xyrem,sodium oxybate,2908,CG
976434318,Metronidazole,Metronidazole,3056,PH
976533877,Oticin,Chloroxylenol / Pramoxine HCl,710,SE
978177518,Headache Relief to Go,aspirin and caffeine,1899,CN
978515964,Ipratropium Bromide and Albuterol Sulfate,ipratropium bromide and albuterol sulfate,1831,JP
978630450,Sertraline Hydrochloride,Sertraline Hydrochloride,1242,ID
979401615,Exforge HCT,amlodipine valsartan and hydrochlorothiazide,1347,CN
980184584,All Day Relief,"Naproxen Sodium, Coated Tablets",3729,ID
980271814,Aspirin,Aspirin,3257,RU
981138881,naproxen sodium,Naproxen sodium,326,CN
981441203,OXYCODONE HYDROCHLORIDE,oxycodone hydrochloride,1087,PL
982543445,Burrobrush,Burrobrush,4807,SE
983147373,Dial Odor Armor,Triclocarban,981,RU
983855436,Santalia Clinical Acne,Salicylic Acid,4662,HR
985834625,Film Coated Ibuprofen,Ibuprofen,4714,MV
987264867,Gemfibrozil,Gemfibrozil,1387,ID
987502518,Shopko Antibacterial Deep Cleansing Hand,Triclosan,3883,BO
987606782,HEADACHE DRY COUGH,NAJA NAJA VENOM,1698,ID
